RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
UPF1,K562,chr7:129832352-129832449;-,77.786,0.003,-0.09,ENST00000355621,ENCODE,No
EIF3H,HepG2,chr7:129952708-129952832;-,7.467,0.473,1.034,ENST00000472396,ENCODE,No
EIF3H,HepG2,chr7:129952708-129952832;-,7.467,0.473,1.034,ENST00000355621,ENCODE,No
UPF1,K562,chr7:129833034-129833053;-,7.432,0.903,2.818,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129904644-129904678;-,7.372,0.025,-0.133,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129904644-129904678;-,7.372,0.025,-0.133,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129904644-129904678;-,7.372,0.025,-0.133,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129904644-129904678;-,7.372,0.025,-0.133,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129904644-129904678;-,7.372,0.025,-0.133,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129904644-129904678;-,7.372,0.025,-0.133,ENST00000496698,ENCODE,No
TIA1,K562,chr7:129833801-129833847;-,7.254,0.565,0.918,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907166-129907243;-,7.227,0.006,0.104,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907166-129907243;-,7.227,0.006,0.104,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129907166-129907243;-,7.227,0.006,0.104,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129907166-129907243;-,7.227,0.006,0.104,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129907166-129907243;-,7.227,0.006,0.104,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129907166-129907243;-,7.227,0.006,0.104,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129905774-129905791;-,7.223,0.004,0.156,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129905774-129905791;-,7.223,0.004,0.156,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129905774-129905791;-,7.223,0.004,0.156,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129905774-129905791;-,7.223,0.004,0.156,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129905774-129905791;-,7.223,0.004,0.156,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129905774-129905791;-,7.223,0.004,0.156,ENST00000496698,ENCODE,No
EIF3G,K562,chr7:129952701-129952870;-,7.163,0.534,0.991,ENST00000472396,ENCODE,No
EIF3G,K562,chr7:129952701-129952870;-,7.163,0.534,0.991,ENST00000355621,ENCODE,No
IGF2BP1,K562,chr7:129833014-129833059;-,7.148,0.935,2.666,ENST00000355621,ENCODE,No
UPF1,K562,chr7:129833806-129833845;-,7.136,0.557,0.963,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000472396,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000473814,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000480245,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000486283,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000490974,ENCODE,No
UTP3,K562,chr7:129873664-129873693;-,7.12,0.009,-0.043,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129906001-129906026;-,7.12,0.009,0.086,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129906001-129906026;-,7.12,0.009,0.086,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129906001-129906026;-,7.12,0.009,0.086,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129906001-129906026;-,7.12,0.009,0.086,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129906001-129906026;-,7.12,0.009,0.086,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129906001-129906026;-,7.12,0.009,0.086,ENST00000496698,ENCODE,No
MATR3,HepG2,chr7:129907358-129907437;-,6.95,0.032,0.002,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129907358-129907437;-,6.95,0.032,0.002,ENST00000472396,ENCODE,No
MATR3,HepG2,chr7:129907358-129907437;-,6.95,0.032,0.002,ENST00000473814,ENCODE,No
MATR3,HepG2,chr7:129907358-129907437;-,6.95,0.032,0.002,ENST00000480245,ENCODE,No
MATR3,HepG2,chr7:129907358-129907437;-,6.95,0.032,0.002,ENST00000490974,ENCODE,No
MATR3,HepG2,chr7:129907358-129907437;-,6.95,0.032,0.002,ENST00000496698,ENCODE,No
YBX3,K562,chr7:129834666-129834732;-,6.924,0.981,3.488,ENST00000355621,ENCODE,No
HNRNPL,K562,chr7:129934872-129934899;-,6.886,0.006,0.061,ENST00000355621,ENCODE,No
HNRNPL,K562,chr7:129934872-129934899;-,6.886,0.006,0.061,ENST00000472396,ENCODE,No
HNRNPL,K562,chr7:129934872-129934899;-,6.886,0.006,0.061,ENST00000473814,ENCODE,No
HNRNPL,K562,chr7:129934872-129934899;-,6.886,0.006,0.061,ENST00000480245,ENCODE,No
HNRNPL,K562,chr7:129934872-129934899;-,6.886,0.006,0.061,ENST00000490974,ENCODE,No
HNRNPL,K562,chr7:129934872-129934899;-,6.886,0.006,0.061,ENST00000496698,ENCODE,No
RBFOX2,HepG2,chr7:129915752-129915817;-,6.866,0.02,-0.098,ENST00000355621,ENCODE,No
RBFOX2,HepG2,chr7:129915752-129915817;-,6.866,0.02,-0.098,ENST00000472396,ENCODE,No
RBFOX2,HepG2,chr7:129915752-129915817;-,6.866,0.02,-0.098,ENST00000473814,ENCODE,No
RBFOX2,HepG2,chr7:129915752-129915817;-,6.866,0.02,-0.098,ENST00000480245,ENCODE,No
RBFOX2,HepG2,chr7:129915752-129915817;-,6.866,0.02,-0.098,ENST00000490974,ENCODE,No
RBFOX2,HepG2,chr7:129915752-129915817;-,6.866,0.02,-0.098,ENST00000496698,ENCODE,No
HNRNPL,K562,chr7:129934944-129935041;-,6.795,0.007,-0.375,ENST00000355621,ENCODE,No
HNRNPL,K562,chr7:129934944-129935041;-,6.795,0.007,-0.375,ENST00000472396,ENCODE,No
HNRNPL,K562,chr7:129934944-129935041;-,6.795,0.007,-0.375,ENST00000473814,ENCODE,No
HNRNPL,K562,chr7:129934944-129935041;-,6.795,0.007,-0.375,ENST00000480245,ENCODE,No
HNRNPL,K562,chr7:129934944-129935041;-,6.795,0.007,-0.375,ENST00000490974,ENCODE,No
HNRNPL,K562,chr7:129934944-129935041;-,6.795,0.007,-0.375,ENST00000496698,ENCODE,No
TARDBP,K562,chr7:129944643-129944736;-,6.765,0.023,-0.121,ENST00000355621,ENCODE,No
TARDBP,K562,chr7:129944643-129944736;-,6.765,0.023,-0.121,ENST00000472396,ENCODE,No
TARDBP,K562,chr7:129944643-129944736;-,6.765,0.023,-0.121,ENST00000473814,ENCODE,No
TARDBP,K562,chr7:129944643-129944736;-,6.765,0.023,-0.121,ENST00000480245,ENCODE,No
TARDBP,K562,chr7:129944643-129944736;-,6.765,0.023,-0.121,ENST00000490974,ENCODE,No
TARDBP,K562,chr7:129944643-129944736;-,6.765,0.023,-0.121,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129904441-129904468;-,6.689,0.022,0.349,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129904441-129904468;-,6.689,0.022,0.349,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129904441-129904468;-,6.689,0.022,0.349,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129904441-129904468;-,6.689,0.022,0.349,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129904441-129904468;-,6.689,0.022,0.349,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129904441-129904468;-,6.689,0.022,0.349,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129940708-129940785;-,6.669,0.011,0.025,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129940708-129940785;-,6.669,0.011,0.025,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129940708-129940785;-,6.669,0.011,0.025,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129940708-129940785;-,6.669,0.011,0.025,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129940708-129940785;-,6.669,0.011,0.025,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129940708-129940785;-,6.669,0.011,0.025,ENST00000496698,ENCODE,No
HNRNPM,K562,chr7:129950100-129950152;-,6.649,0.522,0.97,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129950100-129950152;-,6.649,0.522,0.97,ENST00000472396,ENCODE,No
HNRNPM,K562,chr7:129950100-129950152;-,6.649,0.522,0.97,ENST00000473814,ENCODE,No
HNRNPM,K562,chr7:129950100-129950152;-,6.649,0.522,0.97,ENST00000480245,ENCODE,No
HNRNPM,K562,chr7:129950100-129950152;-,6.649,0.522,0.97,ENST00000490974,ENCODE,No
HNRNPM,K562,chr7:129950100-129950152;-,6.649,0.522,0.97,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129830818-129830896;-,6.431,0.839,2.1,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129905647-129905686;-,6.378,0.001,0.048,ENST00000355621,ENCODE,No
MATR3,HepG2,chr7:129905647-129905686;-,6.378,0.001,0.048,ENST00000472396,ENCODE,No
MATR3,HepG2,chr7:129905647-129905686;-,6.378,0.001,0.048,ENST00000473814,ENCODE,No
MATR3,HepG2,chr7:129905647-129905686;-,6.378,0.001,0.048,ENST00000480245,ENCODE,No
MATR3,HepG2,chr7:129905647-129905686;-,6.378,0.001,0.048,ENST00000490974,ENCODE,No
MATR3,HepG2,chr7:129905647-129905686;-,6.378,0.001,0.048,ENST00000496698,ENCODE,No
FAM120A,K562,chr7:129832650-129832703;-,6.351,0.175,0.337,ENST00000355621,ENCODE,No
HNRNPC,HepG2,chr7:129934272-129934324;-,6.283,0.024,-0.069,ENST00000355621,ENCODE,No
HNRNPC,HepG2,chr7:129934272-129934324;-,6.283,0.024,-0.069,ENST00000472396,ENCODE,No
HNRNPC,HepG2,chr7:129934272-129934324;-,6.283,0.024,-0.069,ENST00000473814,ENCODE,No
HNRNPC,HepG2,chr7:129934272-129934324;-,6.283,0.024,-0.069,ENST00000480245,ENCODE,No
HNRNPC,HepG2,chr7:129934272-129934324;-,6.283,0.024,-0.069,ENST00000490974,ENCODE,No
HNRNPC,HepG2,chr7:129934272-129934324;-,6.283,0.024,-0.069,ENST00000496698,ENCODE,No
RBM15,K562,chr7:129952611-129952660;-,6.233,0.399,0.824,ENST00000490974,ENCODE,No
RBM15,K562,chr7:129952611-129952660;-,6.233,0.399,0.824,ENST00000472396,ENCODE,No
RBM15,K562,chr7:129952611-129952660;-,6.233,0.399,0.824,ENST00000355621,ENCODE,No
PTBP1,HepG2,chr7:129893475-129893587;-,6.207,0.087,0.271,ENST00000355621,ENCODE,No
PTBP1,HepG2,chr7:129893475-129893587;-,6.207,0.087,0.271,ENST00000472396,ENCODE,No
PTBP1,HepG2,chr7:129893475-129893587;-,6.207,0.087,0.271,ENST00000473814,ENCODE,No
PTBP1,HepG2,chr7:129893475-129893587;-,6.207,0.087,0.271,ENST00000480245,ENCODE,No
PTBP1,HepG2,chr7:129893475-129893587;-,6.207,0.087,0.271,ENST00000490974,ENCODE,No
PTBP1,HepG2,chr7:129893475-129893587;-,6.207,0.087,0.271,ENST00000496698,ENCODE,No
MATR3,K562,chr7:129837363-129837464;-,6.204,0.003,-0.045,ENST00000355621,ENCODE,No
MATR3,K562,chr7:129837363-129837464;-,6.204,0.003,-0.045,ENST00000473814,ENCODE,No
MATR3,K562,chr7:129837363-129837464;-,6.204,0.003,-0.045,ENST00000483368,ENCODE,No
MATR3,K562,chr7:129837363-129837464;-,6.204,0.003,-0.045,ENST00000496698,ENCODE,No
LIN28B,K562,chr7:129946071-129946110;-,6.188,0.005,-0.078,ENST00000355621,ENCODE,No
LIN28B,K562,chr7:129946071-129946110;-,6.188,0.005,-0.078,ENST00000472396,ENCODE,No
LIN28B,K562,chr7:129946071-129946110;-,6.188,0.005,-0.078,ENST00000473814,ENCODE,No
LIN28B,K562,chr7:129946071-129946110;-,6.188,0.005,-0.078,ENST00000480245,ENCODE,No
LIN28B,K562,chr7:129946071-129946110;-,6.188,0.005,-0.078,ENST00000490974,ENCODE,No
LIN28B,K562,chr7:129946071-129946110;-,6.188,0.005,-0.078,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129906523-129906551;-,6.12,0.002,-0.172,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129906523-129906551;-,6.12,0.002,-0.172,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129906523-129906551;-,6.12,0.002,-0.172,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129906523-129906551;-,6.12,0.002,-0.172,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129906523-129906551;-,6.12,0.002,-0.172,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129906523-129906551;-,6.12,0.002,-0.172,ENST00000496698,ENCODE,No
TARDBP,K562,chr7:129923902-129924025;-,6.053,0.038,0.262,ENST00000355621,ENCODE,No
TARDBP,K562,chr7:129923902-129924025;-,6.053,0.038,0.262,ENST00000472396,ENCODE,No
TARDBP,K562,chr7:129923902-129924025;-,6.053,0.038,0.262,ENST00000473814,ENCODE,No
TARDBP,K562,chr7:129923902-129924025;-,6.053,0.038,0.262,ENST00000480245,ENCODE,No
TARDBP,K562,chr7:129923902-129924025;-,6.053,0.038,0.262,ENST00000490974,ENCODE,No
TARDBP,K562,chr7:129923902-129924025;-,6.053,0.038,0.262,ENST00000496698,ENCODE,No
GRWD1,HepG2,chr7:129952502-129952568;-,6.034,0.977,2.169,ENST00000490974,ENCODE,No
SF3B1,K562,chr7:129841296-129841303;-,6.032,0,-0.81,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129841296-129841303;-,6.032,0,-0.81,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129841296-129841303;-,6.032,0,-0.81,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129841296-129841303;-,6.032,0,-0.81,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129841296-129841303;-,6.032,0,-0.81,ENST00000496698,ENCODE,No
SF3B1,K562,chr7:129841303-129841326;-,6.032,0.12,0.325,ENST00000355621,ENCODE,No
SF3B1,K562,chr7:129841303-129841326;-,6.032,0.12,0.325,ENST00000472396,ENCODE,No
SF3B1,K562,chr7:129841303-129841326;-,6.032,0.12,0.325,ENST00000473814,ENCODE,No
SF3B1,K562,chr7:129841303-129841326;-,6.032,0.12,0.325,ENST00000480245,ENCODE,No
SF3B1,K562,chr7:129841303-129841326;-,6.032,0.12,0.325,ENST00000496698,ENCODE,No
LIN28B,K562,chr7:129946110-129946118;-,6.014,0.001,-0.186,ENST00000355621,ENCODE,No
LIN28B,K562,chr7:129946110-129946118;-,6.014,0.001,-0.186,ENST00000472396,ENCODE,No
LIN28B,K562,chr7:129946110-129946118;-,6.014,0.001,-0.186,ENST00000473814,ENCODE,No
LIN28B,K562,chr7:129946110-129946118;-,6.014,0.001,-0.186,ENST00000480245,ENCODE,No
LIN28B,K562,chr7:129946110-129946118;-,6.014,0.001,-0.186,ENST00000490974,ENCODE,No
LIN28B,K562,chr7:129946110-129946118;-,6.014,0.001,-0.186,ENST00000496698,ENCODE,No
AARS,K562,chr7:129952569-129952633;-,5.995,0.548,0.864,ENST00000490974,ENCODE,No
AARS,K562,chr7:129952569-129952633;-,5.995,0.548,0.864,ENST00000472396,ENCODE,No
AARS,K562,chr7:129952569-129952633;-,5.995,0.548,0.864,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129950107-129950151;-,5.973,0.564,1.089,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129950107-129950151;-,5.973,0.564,1.089,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129950107-129950151;-,5.973,0.564,1.089,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129950107-129950151;-,5.973,0.564,1.089,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129950107-129950151;-,5.973,0.564,1.089,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129950107-129950151;-,5.973,0.564,1.089,ENST00000496698,ENCODE,No
KHSRP,K562,chr7:129885319-129885437;-,5.92,0.025,0.141,ENST00000355621,ENCODE,No
KHSRP,K562,chr7:129885319-129885437;-,5.92,0.025,0.141,ENST00000472396,ENCODE,No
KHSRP,K562,chr7:129885319-129885437;-,5.92,0.025,0.141,ENST00000473814,ENCODE,No
KHSRP,K562,chr7:129885319-129885437;-,5.92,0.025,0.141,ENST00000480245,ENCODE,No
KHSRP,K562,chr7:129885319-129885437;-,5.92,0.025,0.141,ENST00000490974,ENCODE,No
KHSRP,K562,chr7:129885319-129885437;-,5.92,0.025,0.141,ENST00000496698,ENCODE,No
ILF3,HepG2,chr7:129847061-129847156;-,5.9,0.007,-0.106,ENST00000355621,ENCODE,No
ILF3,HepG2,chr7:129847061-129847156;-,5.9,0.007,-0.106,ENST00000472396,ENCODE,No
ILF3,HepG2,chr7:129847061-129847156;-,5.9,0.007,-0.106,ENST00000473814,ENCODE,No
ILF3,HepG2,chr7:129847061-129847156;-,5.9,0.007,-0.106,ENST00000480245,ENCODE,No
ILF3,HepG2,chr7:129847061-129847156;-,5.9,0.007,-0.106,ENST00000496698,ENCODE,No
HNRNPM,K562,chr7:129949237-129949278;-,5.855,0.762,1.218,ENST00000355621,ENCODE,No
HNRNPM,K562,chr7:129949237-129949278;-,5.855,0.762,1.218,ENST00000472396,ENCODE,No
HNRNPM,K562,chr7:129949237-129949278;-,5.855,0.762,1.218,ENST00000473814,ENCODE,No
HNRNPM,K562,chr7:129949237-129949278;-,5.855,0.762,1.218,ENST00000480245,ENCODE,No
HNRNPM,K562,chr7:129949237-129949278;-,5.855,0.762,1.218,ENST00000490974,ENCODE,No
HNRNPM,K562,chr7:129949237-129949278;-,5.855,0.762,1.218,ENST00000496698,ENCODE,No
TIA1,K562,chr7:129833261-129833324;-,5.8,0.796,1.359,ENST00000355621,ENCODE,No
PCBP2,HepG2,chr7:129837367-129837481;-,5.774,0.003,-0.102,ENST00000355621,ENCODE,No
PCBP2,HepG2,chr7:129837367-129837481;-,5.774,0.003,-0.102,ENST00000473814,ENCODE,No
PCBP2,HepG2,chr7:129837367-129837481;-,5.774,0.003,-0.102,ENST00000483368,ENCODE,No
PCBP2,HepG2,chr7:129837367-129837481;-,5.774,0.003,-0.102,ENST00000496698,ENCODE,No
SUGP2,HepG2,chr7:129907442-129907503;-,5.731,0.001,-0.013,ENST00000355621,ENCODE,No
SUGP2,HepG2,chr7:129907442-129907503;-,5.731,0.001,-0.013,ENST00000472396,ENCODE,No
SUGP2,HepG2,chr7:129907442-129907503;-,5.731,0.001,-0.013,ENST00000473814,ENCODE,No
SUGP2,HepG2,chr7:129907442-129907503;-,5.731,0.001,-0.013,ENST00000480245,ENCODE,No
SUGP2,HepG2,chr7:129907442-129907503;-,5.731,0.001,-0.013,ENST00000490974,ENCODE,No
SUGP2,HepG2,chr7:129907442-129907503;-,5.731,0.001,-0.013,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129916232-129916316;-,5.72,0.022,0.086,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129916232-129916316;-,5.72,0.022,0.086,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129916232-129916316;-,5.72,0.022,0.086,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129916232-129916316;-,5.72,0.022,0.086,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129916232-129916316;-,5.72,0.022,0.086,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129916232-129916316;-,5.72,0.022,0.086,ENST00000496698,ENCODE,No
QKI,HepG2,chr7:129907586-129907666;-,5.691,0.047,0.135,ENST00000355621,ENCODE,No
QKI,HepG2,chr7:129907586-129907666;-,5.691,0.047,0.135,ENST00000472396,ENCODE,No
QKI,HepG2,chr7:129907586-129907666;-,5.691,0.047,0.135,ENST00000473814,ENCODE,No
QKI,HepG2,chr7:129907586-129907666;-,5.691,0.047,0.135,ENST00000480245,ENCODE,No
QKI,HepG2,chr7:129907586-129907666;-,5.691,0.047,0.135,ENST00000490974,ENCODE,No
QKI,HepG2,chr7:129907586-129907666;-,5.691,0.047,0.135,ENST00000496698,ENCODE,No
FUBP3,HepG2,chr7:129833266-129833332;-,5.658,0.736,1.34,ENST00000355621,ENCODE,No
HNRNPL,K562,chr7:129934941-129935002;-,5.606,0.005,-0.44,ENST00000355621,ENCODE,No
HNRNPL,K562,chr7:129934941-129935002;-,5.606,0.005,-0.44,ENST00000472396,ENCODE,No
HNRNPL,K562,chr7:129934941-129935002;-,5.606,0.005,-0.44,ENST00000473814,ENCODE,No
HNRNPL,K562,chr7:129934941-129935002;-,5.606,0.005,-0.44,ENST00000480245,ENCODE,No
HNRNPL,K562,chr7:129934941-129935002;-,5.606,0.005,-0.44,ENST00000490974,ENCODE,No
HNRNPL,K562,chr7:129934941-129935002;-,5.606,0.005,-0.44,ENST00000496698,ENCODE,No
HNRNPC,HepG2,chr7:129943536-129943587;-,5.605,0.021,0.017,ENST00000355621,ENCODE,No
HNRNPC,HepG2,chr7:129943536-129943587;-,5.605,0.021,0.017,ENST00000472396,ENCODE,No
HNRNPC,HepG2,chr7:129943536-129943587;-,5.605,0.021,0.017,ENST00000473814,ENCODE,No
HNRNPC,HepG2,chr7:129943536-129943587;-,5.605,0.021,0.017,ENST00000480245,ENCODE,No
HNRNPC,HepG2,chr7:129943536-129943587;-,5.605,0.021,0.017,ENST00000490974,ENCODE,No
HNRNPC,HepG2,chr7:129943536-129943587;-,5.605,0.021,0.017,ENST00000496698,ENCODE,No
FASTKD2,HepG2,chr7:129952649-129952726;-,5.579,0.855,1.328,ENST00000472396,ENCODE,No
FASTKD2,HepG2,chr7:129952649-129952726;-,5.579,0.855,1.328,ENST00000355621,ENCODE,No
PTBP1,K562,chr7:129837390-129837481;-,5.571,0.003,-0.199,ENST00000355621,ENCODE,No
PTBP1,K562,chr7:129837390-129837481;-,5.571,0.003,-0.199,ENST00000473814,ENCODE,No
PTBP1,K562,chr7:129837390-129837481;-,5.571,0.003,-0.199,ENST00000483368,ENCODE,No
PTBP1,K562,chr7:129837390-129837481;-,5.571,0.003,-0.199,ENST00000496698,ENCODE,No
FUBP3,HepG2,chr7:129833940-129834029;-,5.496,0.216,0.599,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129952307-129952349;-,5.494,0.458,0.927,ENST00000355621,ENCODE,No
TBRG4,HepG2,chr7:129952307-129952349;-,5.494,0.458,0.927,ENST00000472396,ENCODE,No
TBRG4,HepG2,chr7:129952307-129952349;-,5.494,0.458,0.927,ENST00000473814,ENCODE,No
TBRG4,HepG2,chr7:129952307-129952349;-,5.494,0.458,0.927,ENST00000480245,ENCODE,No
TBRG4,HepG2,chr7:129952307-129952349;-,5.494,0.458,0.927,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129951100-129951143;-,5.395,0.625,1.282,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129951100-129951143;-,5.395,0.625,1.282,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129951100-129951143;-,5.395,0.625,1.282,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129951100-129951143;-,5.395,0.625,1.282,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129951100-129951143;-,5.395,0.625,1.282,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129951100-129951143;-,5.395,0.625,1.282,ENST00000496698,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000355621,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000472396,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000473814,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000480245,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000486283,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000490974,ENCODE,No
ILF3,HepG2,chr7:129872795-129872850;-,5.387,0.008,-0.293,ENST00000496698,ENCODE,No
DDX3X,K562,chr7:129952850-129952926;-,5.347,0.736,1.224,ENST00000472396,ENCODE,No
DDX3X,K562,chr7:129952850-129952926;-,5.347,0.736,1.224,ENST00000355621,ENCODE,No
IGF2BP1,K562,chr7:129832911-129832956;-,5.288,0.978,1.779,ENST00000355621,ENCODE,No
KHSRP,K562,chr7:129928678-129928773;-,5.28,0.018,0.125,ENST00000355621,ENCODE,No
KHSRP,K562,chr7:129928678-129928773;-,5.28,0.018,0.125,ENST00000472396,ENCODE,No
KHSRP,K562,chr7:129928678-129928773;-,5.28,0.018,0.125,ENST00000473814,ENCODE,No
KHSRP,K562,chr7:129928678-129928773;-,5.28,0.018,0.125,ENST00000480245,ENCODE,No
KHSRP,K562,chr7:129928678-129928773;-,5.28,0.018,0.125,ENST00000490974,ENCODE,No
KHSRP,K562,chr7:129928678-129928773;-,5.28,0.018,0.125,ENST00000496698,ENCODE,No
UTP3,K562,chr7:129952391-129952416;-,5.265,0.746,1.073,ENST00000355621,ENCODE,No
UTP3,K562,chr7:129952391-129952416;-,5.265,0.746,1.073,ENST00000472396,ENCODE,No
UTP3,K562,chr7:129952391-129952416;-,5.265,0.746,1.073,ENST00000473814,ENCODE,No
UTP3,K562,chr7:129952391-129952416;-,5.265,0.746,1.073,ENST00000480245,ENCODE,No
UTP3,K562,chr7:129952391-129952416;-,5.265,0.746,1.073,ENST00000490974,ENCODE,No
HNRNPC,HepG2,chr7:129938354-129938416;-,5.197,0.019,0.007,ENST00000355621,ENCODE,No
HNRNPC,HepG2,chr7:129938354-129938416;-,5.197,0.019,0.007,ENST00000472396,ENCODE,No
HNRNPC,HepG2,chr7:129938354-129938416;-,5.197,0.019,0.007,ENST00000473814,ENCODE,No
HNRNPC,HepG2,chr7:129938354-129938416;-,5.197,0.019,0.007,ENST00000480245,ENCODE,No
HNRNPC,HepG2,chr7:129938354-129938416;-,5.197,0.019,0.007,ENST00000490974,ENCODE,No
HNRNPC,HepG2,chr7:129938354-129938416;-,5.197,0.019,0.007,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129940785-129940836;-,5.195,0.009,0.093,ENST00000355621,ENCODE,No
HNRNPM,HepG2,chr7:129940785-129940836;-,5.195,0.009,0.093,ENST00000472396,ENCODE,No
HNRNPM,HepG2,chr7:129940785-129940836;-,5.195,0.009,0.093,ENST00000473814,ENCODE,No
HNRNPM,HepG2,chr7:129940785-129940836;-,5.195,0.009,0.093,ENST00000480245,ENCODE,No
HNRNPM,HepG2,chr7:129940785-129940836;-,5.195,0.009,0.093,ENST00000490974,ENCODE,No
HNRNPM,HepG2,chr7:129940785-129940836;-,5.195,0.009,0.093,ENST00000496698,ENCODE,No
HNRNPM,HepG2,chr7:129945462-129945520;-,5.195,0.044,0.409,ENST00000355621,ENCODE,No
